,0,1,2
1048,"['Calochortus', 'venustulus']", geophyte  bulb,79
1049,"['Calochortus', 'venustus']", geophyte  bulb,76
1050,"['Calochortus', 'vestae']", geophyte  bulb,76
1051,"['Calochortus', 'weedii']", geophyte  bulb,76 79
1052,"['Calochortus', 'westonii']", geophyte  bulb,76
1053,"['Cardiocrinum', 'cathayanum']", geophyte  bulb,36
1054,"['Cardiocrinum', 'cordatum']", geophyte  bulb,31 38
1055,"['Cardiocrinum', 'giganteum']", geophyte  bulb,36 40 41
1056,"['Clintonia', 'andrewsiana']", hemicr,73 76
1057,"['Clintonia', 'borealis']", hemicr,71 72 74 75 78
1058,"['Clintonia', 'udensis']", hemicr,31 36 38 40 41
1059,"['Clintonia', 'umbellulata']", hemicr,75 78
1060,"['Clintonia', 'uniflora']", geophyte  rhizome,70 71 73 76
1061,"['Erythronium', 'albidum']", geophyte  bulb,72 74 75 77 78
1062,"['Erythronium', 'americanum']", geophyte  bulb,72 74 75 78
1063,"['Erythronium', 'californicum']", geophyte  bulb,76
1064,"['Erythronium', 'caucasicum']", geophyte  bulb,33 34
1065,"['Erythronium', 'citrinum']", geophyte  bulb,73 76
1066,"['Erythronium', 'dens-canis']", geophyte  bulb,11 12 13 14
1067,"['Erythronium', 'elegans']", geophyte  bulb,73
1068,"['Erythronium', 'grandiflorum']", geophyte  bulb,71 73 76 77
1069,"['Erythronium', 'helenae']", geophyte  bulb,76
1070,"['Erythronium', 'hendersonii']", geophyte  bulb,73 76
1071,"['Erythronium', 'howellii']", geophyte  bulb,73 76
1072,"['Erythronium', 'idahoense']", geophyte  bulb,73
1073,"['Erythronium', 'japonicum']", geophyte  bulb,31 36 38
1074,"['Erythronium', 'klamathense']", geophyte  bulb,73 76
1075,"['Erythronium', 'krylovii']", geophyte  bulb,30
1076,"['Erythronium', 'mesochoreum']", geophyte  bulb,74 77 78
1077,"['Erythronium', 'montanum']", geophyte  bulb,71 73
1078,"['Erythronium', 'multiscapideum']", geophyte  bulb,76
1079,"['Erythronium', 'oregonum']", geophyte  bulb,71 73 76
1080,"['Erythronium', 'pluriflorum']", geophyte  bulb,76
1081,"['Erythronium', 'propullans']", geophyte  bulb,74
1082,"['Erythronium', 'purpurascens']", geophyte  bulb,76
1083,"['Erythronium', 'pusaterii']", geophyte  bulb,76
1084,"['Erythronium', 'quinaultense']", geophyte  bulb,73
1085,"['Erythronium', 'revolutum']", geophyte  bulb,71 73 76
1086,"['Erythronium', 'rostratum']", geophyte  bulb,74 75 77 78
1087,"['Erythronium', 'sajanense']", geophyte  bulb,30
1088,"['Erythronium', 'shastense']", geophyte  bulb,76
1089,"['Erythronium', 'sibiricum']", geophyte  bulb,30 32 36 37
1090,"['Erythronium', 'sulevii']", geophyte  bulb,30
1091,"['Erythronium', 'taylorii']", geophyte  bulb,76
1092,"['Erythronium', 'tuolumnense']", geophyte  bulb,76
1093,"['Erythronium', 'umbilicatum']", geophyte  bulb,75 78
1094,"['Fritillaria', 'acmopetala']", geophyte  bulb,34
1095,"['Fritillaria', 'affinis']", geophyte  bulb,71 73 76
1096,"['Fritillaria', 'agrestis']", geophyte  bulb,76
1097,"['Fritillaria', 'alburyana']", geophyte  bulb,34
1098,"['Fritillaria', 'alfredae']", geophyte  bulb,34
1099,"['Fritillaria', 'amabilis']", geophyte  bulb,38
1100,"['Fritillaria', 'amana']", geophyte  bulb,34
1101,"['Fritillaria', 'anhuiensis']", geophyte  bulb,36
1102,"['Fritillaria', 'ariana']", geophyte  bulb,32 34
1103,"['Fritillaria', 'assyriaca']", geophyte  bulb,34
1104,"['Fritillaria', 'asumaniae']", geophyte  bulb,34
1105,"['Fritillaria', 'atrolineata']", geophyte  bulb,34
1106,"['Fritillaria', 'atropurpurea']", geophyte  bulb,73 74 76 77
1107,"['Fritillaria', 'aurea']", geophyte  bulb,34
1108,"['Fritillaria', 'avromanica']", geophyte  bulb,34
1109,"['Fritillaria', 'ayakoana']", geophyte  bulb,38
1110,"['Fritillaria', 'baskilensis']", geophyte  bulb,34
1111,"['Fritillaria', 'biflora']", geophyte  bulb,76 79
1112,"['Fritillaria', 'bithynica']", geophyte  bulb,34
1113,"['Fritillaria', 'brandegeei']", geophyte  bulb,76
1114,"['Fritillaria', 'bucharica']", geophyte  bulb,32 34
1115,"['Fritillaria', 'byfieldii']", geophyte  bulb,34
1116,"['Fritillaria', 'camschatcensis']", geophyte  bulb,31 38 70 71 73
1117,"['Fritillaria', 'carica']", geophyte  bulb,34
1118,"['Fritillaria', 'caucasica']", geophyte  bulb,33 34
1119,"['Fritillaria', 'chitralensis']", geophyte  bulb,34 40
1120,"['Fritillaria', 'chlorantha']", geophyte  bulb,34
1121,"['Fritillaria', 'chlororhabdota']", geophyte  bulb,34
1122,"['Fritillaria', 'cirrhosa']", geophyte  bulb,36 40 41
1123,"['Fritillaria', 'collina']", geophyte  bulb,33 34
1124,"['Fritillaria', 'conica']", geophyte  bulb,13
1125,"['Fritillaria', 'crassicaulis']", geophyte  bulb,36
1126,"['Fritillaria', 'crassifolia']", geophyte  bulb,34
1127,"['Fritillaria', 'dagana']", geophyte  bulb,30 37
1128,"['Fritillaria', 'dajinensis']", geophyte  bulb,36
1129,"['Fritillaria', 'davidii']", geophyte  bulb,36
1130,"['Fritillaria', 'davisii']", geophyte  bulb,13
1131,"['Fritillaria', 'delavayi']", geophyte  bulb,36 40
1132,"['Fritillaria', 'drenovskii']", geophyte  bulb,13
1133,"['Fritillaria', 'dzhabavae']", geophyte  bulb,33
1134,"['Fritillaria', 'eastwoodiae']", geophyte  bulb,73 76
1135,"['Fritillaria', 'eduardii']", geophyte  bulb,32
1136,"['Fritillaria', 'ehrhartii']", geophyte  bulb,13
1137,"['Fritillaria', 'elwesii']", geophyte  bulb,34
1138,"['Fritillaria', 'epirotica']", geophyte  bulb,13
1139,"['Fritillaria', 'euboeica']", geophyte  bulb,13
1140,"['Fritillaria', 'falcata']", geophyte  bulb,76
1141,"['Fritillaria', 'ferganensis']", geophyte  bulb,32
1142,"['Fritillaria', 'fleischeriana']", geophyte  bulb,34
1143,"['Fritillaria', 'forbesii']", geophyte  bulb,34
1144,"['Fritillaria', 'frankiorum']", geophyte  bulb,34
1145,"['Fritillaria', 'fusca']", geophyte  bulb,36
1146,"['Fritillaria', 'gentneri']", geophyte  bulb,73
1147,"['Fritillaria', 'gibbosa']", geophyte  bulb,32 33 34 40
1148,"['Fritillaria', 'glauca']", geophyte  bulb,73 76
1149,"['Fritillaria', 'graeca']", geophyte  bulb,13
1150,"['Fritillaria', 'grandiflora']", geophyte  bulb,33
1151,"['Fritillaria', 'gussichiae']", geophyte  bulb,13
1152,"['Fritillaria', 'hermonis']", geophyte  bulb,34
1153,"['Fritillaria', 'imperialis']", geophyte  bulb,34 40
1154,"['Fritillaria', 'involucrata']", geophyte  bulb,12 13
1155,"['Fritillaria', 'japonica']", geophyte  bulb,38
1156,"['Fritillaria', 'kaiensis']", geophyte  bulb,38
1157,"['Fritillaria', 'karelinii']", geophyte  bulb,32 36
1158,"['Fritillaria', 'kittaniae']", geophyte  bulb,34
1159,"['Fritillaria', 'koidzumiana']", geophyte  bulb,38
1160,"['Fritillaria', 'kotschyana']", geophyte  bulb,34
1161,"['Fritillaria', 'kurdica']", geophyte  bulb,33 34
1162,"['Fritillaria', 'lagodechiana']", geophyte  bulb,33
1163,"['Fritillaria', 'latakiensis']", geophyte  bulb,34
1164,"['Fritillaria', 'latifolia']", geophyte  bulb,33 34
1165,"['Fritillaria', 'legionensis']", geophyte  bulb,12
1166,"['Fritillaria', 'liliacea']", geophyte  bulb,76
1167,"['Fritillaria', 'lusitanica']", geophyte  bulb,12
1168,"['Fritillaria', 'macedonica']", geophyte  bulb,13
1169,"['Fritillaria', 'macrocarpa']", geophyte  bulb,20
1170,"['Fritillaria', 'maximowiczii']", geophyte  bulb,30 31 36
1171,"['Fritillaria', 'meleagris']", geophyte  bulb,11 12 13 30 32
1172,"['Fritillaria', 'meleagroides']", geophyte  bulb,13 14 30 32 33 36
1173,"['Fritillaria', 'messanensis']", geophyte  bulb,13
1174,"['Croatia', '(coastal']",,
1175,"['Fritillaria', 'michailovskyi']", geophyte  bulb,33 34
1176,"['Fritillaria', 'micrantha']",,76
1177,"['Fritillaria', 'milasensis']", geophyte  bulb,34
1178,"['Fritillaria', 'minima']", geophyte  bulb,34
1179,"['Fritillaria', 'minuta']", geophyte  bulb,34
1180,"['Fritillaria', 'monantha']", geophyte  bulb,36
1181,"['Fritillaria', 'montana']", geophyte  bulb,12 13 14
1182,"['Fritillaria', 'mughlae']", geophyte  bulb,34
1183,"['Fritillaria', 'muraiana']", geophyte  bulb,38
1184,"['Fritillaria', 'mutabilis']", geophyte  bulb,13
1185,"['Fritillaria', 'obliqua']", geophyte  bulb,13
1186,"['Fritillaria', 'ojaiensis']", geophyte  bulb,76
1187,"['Fritillaria', 'olgae']", geophyte  bulb,32
1188,"['Fritillaria', 'olivieri']", geophyte  bulb,34
1189,"['Fritillaria', 'oranensis']", geophyte  bulb,20
1190,"['Fritillaria', 'orientalis']", geophyte  bulb,33
1191,"['Fritillaria', 'pallidiflora']", geophyte  bulb,32 36
1192,"['Fritillaria', 'persica']", geophyte  bulb,34
1193,"['Fritillaria', 'pinardii']", geophyte  bulb,33 34
1194,"['Fritillaria', 'pinetorum']", geophyte  bulb,76
1195,"['Fritillaria', 'pluriflora']", geophyte  bulb,76
1196,"['Fritillaria', 'pontica']", geophyte  bulb,13 34
1197,"['Fritillaria', 'przewalskii']", geophyte  bulb,36
1198,"['Fritillaria', 'pudica']", geophyte  bulb,71 73 76
1199,"['Fritillaria', 'purdyi']", geophyte  bulb,73 76
1200,"['Fritillaria', 'pyrenaica']", geophyte  bulb,12
1201,"['Fritillaria', 'raddeana']", geophyte  bulb,32 34 40
1202,"['Fritillaria', 'recurva']", geophyte  bulb,73 76
1203,"['Fritillaria', 'regelii']", geophyte  bulb,32
1204,"['Fritillaria', 'reuteri']", geophyte  bulb,34
1205,"['Fritillaria', 'rhodia']", geophyte  bulb,34
1206,"['Fritillaria', 'rhodocanakis']", geophyte  bulb,13
1207,"['Fritillaria', 'ruthenica']", geophyte  bulb,14 30 32 33
1208,"['Fritillaria', 'serpenticola']", geophyte  bulb,34
1209,"['Fritillaria', 'sewerzowii']", geophyte  bulb,32
1210,"['Fritillaria', 'shikokiana']", geophyte  bulb,38
1211,"['Fritillaria', 'sibthorpiana']", geophyte  bulb,34
1212,"['Fritillaria', 'sichuanica']", geophyte  bulb,36
1213,"['Fritillaria', 'sinica']", geophyte  bulb,36
1214,"['Fritillaria', 'skorpili']", geophyte  bulb,13
1215,"['Fritillaria', 'sonnikovae']", geophyte  bulb,30
1216,"['Fritillaria', 'sororum']", geophyte  bulb,34
1217,"['Fritillaria', 'stenanthera']", geophyte  bulb,32
1218,"['Fritillaria', 'straussii']", geophyte  bulb,34
1219,"['Fritillaria', 'striata']", geophyte  bulb,76
1220,"['Fritillaria', 'stribrnyi']", geophyte  bulb,13
1221,"['Fritillaria', 'taipaiensis']", geophyte  bulb,36
1222,"['Fritillaria', 'thunbergii']", geophyte  bulb,32
1223,"['Fritillaria', 'tortifolia']", geophyte  bulb,36
1224,"['Fritillaria', 'tubaeformis']", geophyte  bulb,12 13
1225,"['Fritillaria', 'unibracteata']", geophyte  bulb,36
1226,"['Fritillaria', 'usuriensis']", geophyte  bulb,31 36 38
1227,"['Fritillaria', 'uva-vulpis']", geophyte  bulb,34
1228,"['Fritillaria', 'verticillata']", geophyte  bulb,30 32 36 37 38
1229,"['Fritillaria', 'viridea']", geophyte  bulb,76
1230,"['Fritillaria', 'viridiflora']", geophyte  bulb,34
1231,"['Fritillaria', 'walujewii']", geophyte  bulb,32 36
1232,"['Fritillaria', 'whittallii']", geophyte  bulb,34
1233,"['Fritillaria', 'yuminensis']", geophyte  bulb,36
1234,"['Fritillaria', 'yuzhongensis']", geophyte  bulb,36
1235,"['Gagea', 'afghanica']", geophyte  bulb,32 34
1236,"['Gagea', 'aipetriensis']", geophyte  bulb,14
1237,"['Gagea', 'alashanica']", geophyte  bulb,36
1238,"['Gagea', 'alberti']", geophyte  bulb,32 36
1239,"['Gagea', 'alexeenkoana']", geophyte  bulb,33 34
1240,"['Gagea', 'alexejana']", geophyte  bulb,32
1241,"['Gagea', 'alexii']", geophyte  bulb,32 34 40
1242,"['Gagea', 'algeriensis']", geophyte  bulb,12 20
1243,"['Gagea', 'alii']", geophyte  bulb,40
1244,"['Gagea', 'altaica']", geophyte  bulb,30 32 36
1245,"['Gagea', 'amblyopetala']", geophyte  bulb,13 14 34
1246,"['Gagea', 'ancestralis']", geophyte  bulb,30
1247,"['Gagea', 'angelae']", geophyte  bulb,36
1248,"['Gagea', 'angrenica']", geophyte  bulb,32
1249,"['Gagea', 'anisopoda']", geophyte  bulb,32
1250,"['Gagea', 'antakiensis']", geophyte  bulb,34
1251,"['Gagea', 'apulica']", geophyte  bulb,12 13
1252,"['Gagea', 'artemczukii']", geophyte  bulb,14 33
1253,"['Gagea', 'azutavica']", geophyte  bulb,30
1254,"['Gagea', 'baluchistanica']", geophyte  bulb,40
1255,"['Gagea', 'baschkyzylsaica']", geophyte  bulb,32
1256,"['Gagea', 'bashoensis']", geophyte  bulb,40
1257,"['Gagea', 'bergii']", geophyte  bulb,32 34
1258,"['Gagea', 'bezengiensis']", geophyte  bulb,33
1259,"['Gagea', 'bithynica']", geophyte  bulb,34
1260,"['Gagea', 'bohemica']", geophyte  bulb,10 11 12 13 14 20 33 34
1261,"['Gagea', 'bornmuelleriana']", geophyte  bulb,34
1262,"['Gagea', 'bowes-lyonii']", geophyte  bulb,40
1263,"['Gagea', 'brevistolonifera']", geophyte  bulb,32
1264,"['Gagea', 'bulbifera']", geophyte  bulb,13 30 32 33 34 36 40
1265,"['Gagea', 'caelestis']", geophyte  bulb,32
1266,"['Gagea', 'calantha']", geophyte  bulb,32
1267,"['Gagea', 'calcicola']", geophyte  bulb,34
1268,"['Gagea', 'calyptrifolia']", geophyte  bulb,32
1269,"['Gagea', 'capillifolia']", geophyte  bulb,32 34
1270,"['Gagea', 'capusii']", geophyte  bulb,32 34
1271,"['Gagea', 'caroli-kochii']", geophyte  bulb,33 34
1272,"['Gagea', 'chabertii']", geophyte  bulb,20
1273,"['Gagea', 'chanae']", geophyte  bulb,33 34
1274,"['Gagea', 'charadzeae']", geophyte  bulb,33
1275,"['Gagea', 'chinensis']", geophyte  bulb,36
1276,"['Gagea', 'chitralensis']", geophyte  bulb,32 40
1277,"['Gagea', 'chlorantha']", geophyte  bulb,32 33 34
1278,"['Gagea', 'chloroneura']", geophyte  bulb,34
1279,"['Gagea', 'chomutovae']", geophyte  bulb,32 33 34
1280,"['Gagea', 'chrysantha']", geophyte  bulb,13
1281,"['Gagea', 'circumplexa']", geophyte  bulb,32 34 35
1282,"['Gagea', 'commutata']", geophyte  bulb,33 34
1283,"['Gagea', 'confusa']", geophyte  bulb,32 33 34
1284,"['Gagea', 'cuneata']", geophyte  bulb,33
1285,"['Gagea', 'czatkalica']", geophyte  bulb,32
1286,"['Gagea', 'daghestanica']", geophyte  bulb,33
1287,"['Gagea', 'daqingshanensis']", geophyte  bulb,36
1288,"['Gagea', 'davlianidzeae']", geophyte  bulb,32
1289,"['Gagea', 'dayana']", geophyte  bulb,20 34 35
1290,"['Gagea', 'delicatula']", geophyte  bulb,32
1291,"['Gagea', 'deserticola']", geophyte  bulb,32
1292,"['Gagea', 'divaricata']", geophyte  bulb,32 36
1293,"['Gagea', 'drummondii']", geophyte  bulb,40
1294,"['Gagea', 'dschungarica']", geophyte  bulb,32 34 36 40
1295,"['Gagea', 'dubia']", geophyte  bulb,12 13 14 20 34
1296,"['Gagea', 'durieui']", geophyte  bulb,12 20
1297,"['Gagea', 'eleonorae']", geophyte  bulb,33 34
1298,"['Gagea', 'exilis']", geophyte  bulb,32 34
1299,"['Gagea', 'fedtschenkoana']", geophyte  bulb,30 32 36 37
1300,"['Gagea', 'ferganica']", geophyte  bulb,32
1301,"['Gagea', 'fibrosa']", geophyte  bulb,20
1302,"['Gagea', 'filiformis']", geophyte  bulb,30 32 34 36 37 40
1303,"['Gagea', 'flavonutans']", geophyte  bulb,36 40
1304,"['Gagea', 'foliosa']", geophyte  bulb,12 13 20
1305,"['Gagea', 'fragifera']", geophyte  bulb,11 12 13 14 20 30 32 33 34 36 37 40
1306,"['Gagea', 'gageoides']", geophyte  bulb,32 33 34 40
1307,"['Gagea', 'germainae']", geophyte  bulb,33
1308,"['Gagea', 'glacialis']", geophyte  bulb,33 34
1309,"['Gagea', 'glaucescens']", geophyte  bulb,32
1310,"['Gagea', 'goljakovii']", geophyte  bulb,30
1311,"['Gagea', 'gracillima']", geophyte  bulb,40
1312,"['Gagea', 'graeca']", geophyte  bulb,13 34
1313,"['Gagea', 'graminifolia']", geophyte  bulb,32 34
1314,"['Gagea', 'granatellii']", geophyte  bulb,12 13 20
1315,"['Gagea', 'granulosa']", geophyte  bulb,14 30 32 36 37
1316,"['Gagea', 'gymnopoda']", geophyte  bulb,32
1317,"['Gagea', 'gypsacea']", geophyte  bulb,32
1318,"['Gagea', 'helenae']", geophyte  bulb,33 34
1319,"['Gagea', 'hiensis']", geophyte  bulb,30 31 36 37 38
1320,"['Gagea', 'hissarica']", geophyte  bulb,32 34
1321,"['Gagea', 'humicola']", geophyte  bulb,32
1322,"['Gagea', 'huochengensis']", geophyte  bulb,36
1323,"['Gagea', 'ignota']", geophyte  bulb,32
1324,"['Gagea', 'incrustata']", geophyte  bulb,32
1325,"['Gagea', 'intercedens']", geophyte  bulb,34
1326,"['Gagea', 'iranica']", geophyte  bulb,34
1327,"['Gagea', 'jaeschkei']", geophyte  bulb,32 34 36 40
1328,"['Gagea', 'japonica']", geophyte  bulb,38
1329,"['Gagea', 'jensii']", geophyte  bulb,36
1330,"['Gagea', 'jispensis']", geophyte  bulb,40
1331,"['Gagea', 'joannis']", geophyte  bulb,33 34
1332,"['Gagea', 'juliae']", geophyte  bulb,34
1333,"['Gagea', 'kamelinii']", geophyte  bulb,32
1334,"['Gagea', 'kneissea']", geophyte  bulb,34
1335,"['Gagea', 'kopetdagensis']", geophyte  bulb,32
1336,"['Gagea', 'kunawurensis']", geophyte  bulb,32 33 34 36 40
1337,"['Gagea', 'kuraiensis']", geophyte  bulb,30
1338,"['Gagea', 'kuraminica']", geophyte  bulb,32
1339,"['Gagea', 'lacaitae']", geophyte  bulb,12 13 20
1340,"['Gagea', 'leosii']", geophyte  bulb,40
1341,"['Gagea', 'libanotica']", geophyte  bulb,34
1342,"['Gagea', 'lojaconoi']", geophyte  bulb,12 13 34
1343,"['Gagea', 'longiscapa']", geophyte  bulb,30 31
1344,"['Gagea', 'ludmilae']", geophyte  bulb,32
1345,"['Gagea', 'lusitanica']", geophyte  bulb,12 20
1346,"['Gagea', 'lutea']", geophyte  bulb,10 11 12 13 14 30 31 32 33 34 38 40
1347,"['Gagea', 'luteoides']", geophyte  bulb,33 34
1348,"['Gagea', 'maeotica']", geophyte  bulb,14 33
1349,"['Gagea', 'marchica']", geophyte  bulb,11
1350,"['Gagea', 'mauritanica']", geophyte  bulb,12 13 20
1351,"['Gagea', 'menitskyi']", geophyte  bulb,33 34
1352,"['Gagea', 'mergalahensis']", geophyte  bulb,40
1353,"['Gagea', 'michaelis']", geophyte  bulb,32
1354,"['Gagea', 'micrantha']", geophyte  bulb,34
1355,"['Gagea', 'minima']", geophyte  bulb,10 11 13 14 33
1356,"['Gagea', 'minutiflora']", geophyte  bulb,32
1357,"['Gagea', 'minutissima']", geophyte  bulb,32
1358,"['Gagea', 'moniliformis']", geophyte  bulb,20
1359,"['Gagea', 'multipedunculifera']", geophyte  bulb,32
1360,"['Gagea', 'nabievii']", geophyte  bulb,32
1361,"['Gagea', 'nakaiana']", geophyte  bulb,30 31 36 38 40
1362,"['Gagea', 'neopopovii']", geophyte  bulb,32 36
1363,"['Gagea', 'nevadensis']", geophyte  bulb,12 20
1364,"['Gagea', 'noltiei']", geophyte  bulb,40
1365,"['Gagea', 'novoascanica']", geophyte  bulb,14
1366,"['Gagea', 'olgae']", geophyte  bulb,32 34 36 40
1367,"['Gagea', 'omalensis']", geophyte  bulb,13
1368,"['Gagea', 'paedophila']", geophyte  bulb,32 34
1369,"['Gagea', 'pakistanica']", geophyte  bulb,40
1370,"['Gagea', 'paniculata']", geophyte  bulb,32
1371,"['Gagea', 'pauciflora']", geophyte  bulb,30 31 36 37
1372,"['Gagea', 'pedata']", geophyte  bulb,32
1373,"['Gagea', 'peduncularis']", geophyte  bulb,13 20 34
1374,"['Gagea', 'peruzzii']", geophyte  bulb,13
1375,"['Gagea', 'podolica']", geophyte  bulb,14 33
1376,"['Gagea', 'polymorpha']", geophyte  bulb,12
1377,"['Gagea', 'popovii']", geophyte  bulb,32
1378,"['Gagea', 'praemixta']", geophyte  bulb,32
1379,"['Gagea', 'pratensis']", geophyte  bulb,10 11 12 13 14 20 34
1380,"['Gagea', 'pseudominutiflora']", geophyte  bulb,32
1381,"['Gagea', 'pseudopeduncularis']", geophyte  bulb,13
1382,"['Gagea', 'punjabica']", geophyte  bulb,40
1383,"['Gagea', 'pusilla']", geophyte  bulb,11 13 14 30 32 33
1384,"['Gagea', 'quasitenuifolia']", geophyte  bulb,32 33 34
